date,maxTemp,minTemp,meanTemp,heatDegDays,coolDegDays,totalRainMM,totalSnowCM,totalPrecipMM,snowOnGroundCM,dirOfMaxGust10sDEG,spdOfMaxGustKMH,season
2010-01-01,0.0,-9.2,-4.6,22.6,0.0,0.0,15.0,4.9,0.0,,,winter
2010-01-02,-9.2,-14.1,-11.7,29.7,0.0,0.0,6.0,4.1,15.0,,,winter
2010-01-03,-5.6,-12.6,-9.1,27.1,0.0,0.0,1.0,1.1,20.0,,,winter
2010-01-04,-7.5,-11.2,-9.4,27.4,0.0,0.0,1.0,0.5,14.0,,,winter
2010-01-05,-3.5,-8.9,-6.2,24.2,0.0,0.0,,0.0,15.0,,,winter
2010-01-06,-3.0,-4.8,-3.9,21.9,0.0,0.2,0.0,0.6,13.0,,,winter
2010-01-07,-3.2,-5.1,-4.2,22.2,0.0,0.0,8.0,6.15,12.0,,,winter
2010-01-08,-4.9,-9.2,-7.1,25.1,0.0,0.0,0.5,1.2999999999999998,17.0,,,winter
2010-01-09,-8.9,-21.4,-15.2,33.2,0.0,0.0,0.0,0.0,17.0,,,winter
2010-01-10,-5.0,-21.4,-13.2,31.2,0.0,0.0,0.0,0.0,16.0,,,winter
2010-01-11,-6.5,-9.6,-8.1,26.1,0.0,0.0,2.0,1.4500000000000002,16.0,,,winter
2010-01-12,-5.0,-10.0,-7.5,25.5,0.0,0.0,0.0,0.0,18.0,,,winter
2010-01-13,-2.1,-7.7,-4.9,22.9,0.0,0.0,0.0,0.0,17.0,,,winter
2010-01-14,2.7,-5.9,-1.6,19.6,0.0,0.2,0.0,0.1,17.0,,,winter
2010-01-15,1.9,-0.3,0.8,17.2,0.0,,0.0,0.0,14.0,,,winter
2010-01-16,-0.2,-2.1,-1.2,19.2,0.0,0.0,0.0,0.0,12.0,,,winter
2010-01-17,0.5,-2.6,-1.1,19.1,0.0,0.0,0.0,0.0,12.0,,,winter
2010-01-18,-1.4,-4.1,-2.8,20.8,0.0,0.3,,0.15,12.0,,,winter
2010-01-19,-0.1,-3.3,-1.7,19.7,0.0,0.0,0.5,0.7000000000000001,12.0,,,winter
2010-01-20,-3.2,-12.2,-7.7,25.7,0.0,0.0,0.0,0.0,12.0,,,winter
2010-01-21,0.5,-9.2,-4.4,22.4,0.0,0.0,0.0,0.0,12.0,,,winter
2010-01-22,2.2,-3.7,-0.8,18.8,0.0,0.0,0.0,0.0,11.0,,,winter
2010-01-23,1.8,-4.0,-1.1,19.1,0.0,0.0,0.0,0.0,10.0,,,winter
2010-01-24,5.4,1.1,3.3,14.7,0.0,11.7,0.0,10.899999999999999,10.0,,,winter
2010-01-25,5.2,-1.0,2.1,15.9,0.0,1.0,0.5,2.6,,,,winter
2010-01-26,-0.8,-3.9,-2.4,20.4,0.0,0.0,2.5,1.35,,,,winter
2010-01-27,-3.8,-8.0,-5.9,23.9,0.0,0.0,1.0,0.4,3.0,,,winter
2010-01-28,-4.4,-13.0,-8.7,26.7,0.0,0.0,,1.3,4.0,,,winter
2010-01-29,-9.9,-15.7,-12.8,30.8,0.0,0.0,1.0,1.0,4.0,,,winter
2010-01-30,-9.5,-19.0,-14.3,32.3,0.0,0.0,,0.0,5.0,,,winter
2010-01-31,-5.6,-13.7,-9.7,27.7,0.0,0.0,1.0,0.4,5.0,,,winter
2010-02-01,-4.9,-10.0,-7.5,25.5,0.0,0.0,0.0,0.0,6.0,,,winter
2010-02-02,-3.1,-11.4,-7.3,25.3,0.0,0.0,3.0,2.4,6.0,,,winter
2010-02-03,-1.1,-5.2,-3.2,21.2,0.0,0.0,,1.2,8.0,,,winter
2010-02-04,-1.2,-12.0,-6.6,24.6,0.0,0.0,0.0,0.0,8.0,,,winter
2010-02-05,-0.3,-8.7,-4.5,22.5,0.0,0.0,0.0,0.0,8.0,,,winter
2010-02-06,-5.4,-14.4,-9.9,27.9,0.0,0.0,0.0,0.0,7.0,,,winter
2010-02-07,-4.5,-16.1,-10.3,28.3,0.0,0.0,0.0,0.0,7.0,,,winter
2010-02-08,-1.9,-11.8,-6.9,24.9,0.0,,,0.0,,,,winter
2010-02-09,-3.1,-7.5,-5.3,23.3,0.0,0.0,3.5,2.95,,,,winter
2010-02-10,-3.2,-5.7,-4.5,22.5,0.0,0.0,2.5,2.15,8.0,,,winter
2010-02-11,-3.3,-9.0,-6.2,24.2,0.0,,,0.0,,,,winter
2010-02-12,-3.3,-9.7,-6.5,24.5,0.0,0.0,0.5,0.1,8.0,,,winter
2010-02-13,-2.8,-6.0,-4.4,22.4,0.0,0.0,0.5,0.65,8.0,,,winter
2010-02-14,-1.9,-4.6,-3.3,21.3,0.0,0.0,1.0,0.75,8.0,,,winter
2010-02-15,-2.0,-6.9,-4.5,22.5,0.0,0.0,,0.0,10.0,,,winter
2010-02-16,-2.3,-6.1,-4.2,22.2,0.0,0.0,0.5,0.1,10.0,,,winter
2010-02-17,-0.4,-5.4,-2.9,20.9,0.0,0.0,,0.6,10.0,,,winter
2010-02-18,0.0,-2.1,-1.1,19.1,0.0,0.0,0.0,0.0,10.0,,,winter
2010-02-19,0.8,-4.9,-2.1,20.1,0.0,0.0,0.0,0.0,9.0,,,winter
2010-02-20,1.3,-8.5,-3.6,21.6,0.0,0.0,0.0,0.0,9.0,,,winter
2010-02-21,3.2,-9.6,-3.2,21.2,0.0,0.0,,0.0,7.0,,,winter
2010-02-22,-0.7,-3.0,-1.9,19.9,0.0,0.0,14.0,11.3,6.0,,,winter
2010-02-23,-0.3,-7.0,-3.7,21.7,0.0,0.0,1.0,0.9500000000000001,14.0,,,winter
2010-02-24,2.1,-6.5,-2.2,20.2,0.0,0.0,0.5,0.25,13.0,,,winter
2010-02-25,-4.1,-7.1,-5.6,23.6,0.0,0.0,5.0,3.65,12.0,,,winter
2010-02-26,-1.6,-6.8,-4.2,22.2,0.0,0.0,2.0,2.7,13.0,,,winter
2010-02-27,0.0,-6.2,-3.1,21.1,0.0,0.0,7.0,3.9000000000000004,13.0,,,winter
2010-02-28,2.9,-4.3,-0.7,18.7,0.0,0.0,0.0,0.0,16.0,,,winter
2010-03-01,0.2,-4.4,-2.1,20.1,0.0,0.0,0.0,0.0,15.0,,,spring
2010-03-02,2.6,-8.2,-2.8,20.8,0.0,0.0,0.0,0.0,12.0,,,spring
2010-03-03,3.3,-5.8,-1.3,19.3,0.0,0.0,0.0,0.0,12.0,,,spring
2010-03-04,1.9,-6.6,-2.4,20.4,0.0,0.0,0.0,0.0,11.0,,,spring
2010-03-05,1.6,-7.2,-2.8,20.8,0.0,0.0,0.0,0.0,10.0,,,spring
2010-03-06,3.8,-8.5,-2.4,20.4,0.0,0.0,0.0,0.0,7.0,,,spring
2010-03-07,6.1,-3.3,1.4,16.6,0.0,0.0,0.0,0.0,6.0,,,spring
2010-03-08,9.7,-3.6,3.1,14.9,0.0,0.0,0.0,0.0,2.0,,,spring
2010-03-09,12.4,-3.6,4.4,13.6,0.0,0.0,0.0,0.0,0.0,,,spring
2010-03-10,12.3,0.6,6.5,11.5,0.0,0.0,0.0,0.0,0.0,,,spring
2010-03-11,15.4,2.4,8.9,9.1,0.0,0.0,0.0,0.0,0.0,,,spring
2010-03-12,11.3,3.6,7.5,10.5,0.0,3.2,0.0,2.9000000000000004,0.0,,,spring
2010-03-13,6.3,1.3,3.8,14.2,0.0,16.0,0.0,15.55,0.0,,,spring
2010-03-14,4.6,1.4,3.0,15.0,0.0,1.9,0.0,2.5999999999999996,0.0,,,spring
2010-03-15,12.4,1.8,7.1,10.9,0.0,0.0,0.0,0.55,0.0,,,spring
2010-03-16,15.7,-0.6,7.6,10.4,0.0,0.0,0.0,0.0,0.0,,,spring
2010-03-17,16.5,-1.0,7.8,10.2,0.0,0.0,0.0,0.0,0.0,,,spring
2010-03-18,18.2,1.1,9.7,8.3,0.0,0.0,0.0,0.0,0.0,,,spring
2010-03-19,17.8,2.0,9.9,8.1,0.0,0.0,0.0,0.0,0.0,,,spring
2010-03-20,14.850000000000001,5.5,10.2,7.8,0.0,,0.0,0.0,0.0,,31.0,spring
2010-03-21,17.4,5.7,11.549999999999999,6.9,0.45,0.0,0.0,0.0,0.0,2.0,50.0,spring
2010-03-22,16.1,6.05,11.100000000000001,7.45,0.55,4.4,0.0,4.1,0.0,,31.0,spring
2010-03-23,8.0,5.55,3.4,14.6,0.0,0.0,0.0,0.0,0.0,8.0,61.0,spring
2010-03-24,12.35,1.7,7.05,10.95,0.0,0.0,0.0,0.0,0.0,8.0,35.0,spring
2010-03-25,12.95,-0.3999999999999999,6.3,11.7,0.0,,0.0,0.0,0.0,34.0,50.0,spring
2010-03-26,3.6500000000000004,-5.3,-0.7999999999999999,18.799999999999997,0.0,0.0,0.0,0.0,0.0,35.0,46.0,spring
2010-03-27,8.350000000000001,-6.85,0.8,17.2,0.0,0.0,0.0,0.0,0.0,17.0,39.0,spring
2010-03-28,13.600000000000001,1.85,7.75,10.25,0.0,9.0,0.0,8.45,0.0,30.0,59.0,spring
2010-03-29,6.5,-0.44999999999999996,3.0500000000000003,14.95,0.0,0.0,0.0,0.0,0.0,31.0,35.0,spring
2010-03-30,9.55,-3.0999999999999996,3.25,14.75,0.0,0.0,0.0,0.0,0.0,9.0,56.0,spring
2010-03-31,10.85,-1.2,4.85,13.15,0.0,0.0,0.0,0.5,0.0,,31.0,spring
2010-04-01,22.4,7.4,14.9,3.1,0.0,0.0,0.0,0.0,0.0,,,spring
2010-04-02,24.6,9.0,16.8,1.2,0.0,0.0,0.0,0.0,0.0,,,spring
2010-04-03,24.6,8.5,16.6,1.4,0.0,,0.0,0.0,0.0,,,spring
2010-04-04,16.5,5.5,11.0,7.0,0.0,1.0,0.0,0.5,0.0,,,spring
2010-04-05,22.7,10.2,16.5,1.5,0.0,15.6,0.0,7.8,0.0,,,spring
2010-04-06,15.2,8.5,11.9,6.1,0.0,6.0,0.0,14.65,0.0,,,spring
2010-04-07,18.0,11.8,14.9,3.1,0.0,30.0,0.0,26.65,0.0,,,spring
2010-04-08,13.8,2.0,7.9,10.1,0.0,7.2,0.0,10.15,0.0,,,spring
2010-04-09,2.8,0.0,1.4,16.6,0.0,0.0,1.0,0.3,0.0,,,spring
2010-04-10,14.1,-1.3,6.4,11.6,0.0,0.0,0.0,0.0,0.0,,,spring
2010-04-11,17.1,3.3,10.2,7.8,0.0,0.0,0.0,0.0,0.0,,,spring
2010-04-12,14.5,1.4,8.0,10.0,0.0,3.7,0.0,1.85,0.0,,,spring
2010-04-13,14.9,3.2,9.1,8.9,0.0,0.0,0.0,1.4,0.0,,,spring
2010-04-14,15.8,2.4,9.1,8.9,0.0,0.0,0.0,0.0,0.0,,,spring
2010-04-15,25.2,5.0,15.1,2.9,0.0,,,0.0,,,,spring
2010-04-16,19.4,3.7,11.6,6.4,0.0,,,0.0,,,,spring
2010-04-17,6.1,0.8,3.5,14.5,0.0,,,2.1,,,,spring
2010-04-18,10.9,2.2,6.6,11.4,0.0,,,0.0,,,,spring
2010-04-19,15.6,1.0,8.3,9.7,0.0,,,0.0,,,,spring
2010-04-20,17.3,1.3,9.3,8.7,0.0,,,0.0,,,,spring
2010-04-21,19.0,1.4,10.2,7.8,0.0,,,0.0,,,,spring
2010-04-22,12.8,0.1,6.5,11.5,0.0,,,0.0,,,,spring
2010-04-23,15.8,-1.9,7.0,11.0,0.0,,,0.0,,,,spring
2010-04-24,18.5,4.6,11.6,6.4,0.0,,,0.0,,,,spring
2010-04-25,10.8,8.2,9.5,8.5,0.0,,,11.4,,,,spring
2010-04-26,18.4,4.5,11.5,6.5,0.0,,,0.0,,,,spring
2010-04-27,9.8,1.0,5.4,12.6,0.0,,,0.0,,,,spring
2010-04-28,12.7,1.5,7.1,10.9,0.0,,,0.0,,,,spring
2010-04-29,17.6,-1.5,8.1,9.9,0.0,,,0.0,,,,spring
2010-04-30,25.1,10.1,17.6,0.4,0.0,,,0.0,,,,spring
2010-05-01,22.7,15.8,19.3,0.0,1.3,,,2.2,,,,spring
2010-05-02,22.9,16.1,19.5,0.0,1.5,,,0.0,,,,spring
2010-05-03,22.2,13.0,17.6,0.4,0.0,,,3.9,,,,spring
2010-05-04,21.2,12.3,16.8,1.2,0.0,,,1.1,,,,spring
2010-05-05,24.3,11.7,18.0,0.0,0.0,,,5.9,,,,spring
2010-05-06,15.1,5.6,10.4,7.6,0.0,,,0.0,,,,spring
2010-05-07,10.5,4.2,7.4,10.6,0.0,,,15.2,,,,spring
2010-05-08,9.8,2.2,6.0,12.0,0.0,,,3.7,,,,spring
2010-05-09,8.8,-0.5,4.2,13.8,0.0,,,0.0,,,,spring
2010-05-10,12.8,-1.9,5.5,12.5,0.0,,,0.0,,,,spring
2010-05-11,8.5,2.5,5.5,12.5,0.0,,,13.8,,,,spring
2010-05-12,12.7,3.2,8.0,10.0,0.0,,,0.0,,,,spring
2010-05-13,11.4,3.8,7.6,10.4,0.0,,,28.3,,,,spring
2010-05-14,20.2,8.5,14.4,3.6,0.0,,,0.0,,,,spring
2010-05-15,14.6,6.3,10.5,7.5,0.0,,,0.0,,,,spring
2010-05-16,19.6,3.7,11.7,6.3,0.0,,,0.0,,,,spring
2010-05-17,19.9,8.9,14.4,3.6,0.0,,,0.0,,,,spring
2010-05-18,17.8,8.3,13.1,4.9,0.0,,,0.0,,,,spring
2010-05-19,23.6,8.1,15.9,2.1,0.0,,,0.0,,,,spring
2010-05-20,27.4,8.5,18.0,0.0,0.0,,,0.0,,,,spring
2010-05-21,24.4,10.5,17.5,0.5,0.0,,,0.0,,,,spring
2010-05-22,18.0,14.7,16.4,1.6,0.0,,,9.9,,,,spring
2010-05-23,24.2,14.7,19.5,0.0,1.5,,,0.0,,,,spring
2010-05-24,27.2,13.8,20.5,0.0,2.5,,,0.0,,,,spring
2010-05-25,27.6,16.0,21.8,0.0,3.8,,,0.0,,,,spring
2010-05-26,29.9,15.6,22.8,0.0,4.8,,,0.0,,,,spring
2010-05-27,29.3,15.7,22.5,0.0,4.5,,,0.0,,,,spring
2010-05-28,29.9,16.0,23.0,0.0,5.0,,,1.2,,,,spring
2010-05-29,27.6,14.8,21.2,0.0,3.2,,,0.0,,,,spring
2010-05-30,28.5,11.4,20.0,0.0,2.0,,,0.0,,,,spring
2010-05-31,30.9,14.7,22.8,0.0,4.8,,,29.0,,,,spring
2010-06-01,24.0,14.7,19.4,0.0,1.4,,,13.8,,,,summer
2010-06-02,22.9,13.6,18.3,0.0,0.3,,,6.8,,,,summer
2010-06-03,22.0,12.7,17.4,0.6,0.0,,,16.5,,,,summer
2010-06-04,23.1,12.7,17.9,0.1,0.0,,,21.2,,,,summer
2010-06-05,25.1,14.7,19.9,0.0,1.9,,,7.4,,,,summer
2010-06-06,18.9,11.0,15.0,3.0,0.0,,,22.4,,,,summer
2010-06-07,19.3,8.2,13.8,4.2,0.0,,,0.0,,,,summer
2010-06-08,19.9,5.5,12.7,5.3,0.0,,,0.0,,,,summer
2010-06-09,22.9,12.3,17.6,0.4,0.0,,,6.1,,,,summer
2010-06-10,21.0,12.2,16.6,1.4,0.0,,,0.0,,,,summer
2010-06-11,24.0,12.7,18.4,0.0,0.4,,,0.0,,,,summer
2010-06-12,28.9,17.0,23.0,0.0,5.0,,,0.0,,,,summer
2010-06-13,20.6,16.6,18.6,0.0,0.6,,,0.0,,,,summer
2010-06-14,25.4,16.3,20.9,0.0,2.9,,,0.0,,,,summer
2010-06-15,24.5,17.2,20.9,0.0,2.9,,,0.0,,,,summer
2010-06-16,25.7,13.7,19.7,0.0,1.7,,,14.9,,,,summer
2010-06-17,23.6,13.3,18.5,0.0,0.5,,,0.0,,,,summer
2010-06-18,25.5,12.0,18.8,0.0,0.8,,,0.0,,,,summer
2010-06-19,29.1,19.5,24.3,0.0,6.3,,,0.0,,,,summer
2010-06-20,26.0,15.9,21.0,0.0,3.0,,,0.0,,,,summer
2010-06-21,27.2,15.2,21.2,0.0,3.2,,,0.0,,,,summer
2010-06-22,27.8,18.0,22.9,0.0,4.9,,,11.2,,,,summer
2010-06-23,29.0,16.8,22.9,0.0,4.9,,,1.5,,,,summer
2010-06-24,24.3,16.3,20.3,0.0,2.3,,,0.0,,,,summer
2010-06-25,25.6,13.6,19.6,0.0,1.6,,,0.0,,,,summer
2010-06-26,27.2,16.6,21.9,0.0,3.9,,,0.0,,,,summer
2010-06-27,27.3,18.3,22.8,0.0,4.8,,,10.9,,,,summer
2010-06-28,29.0,15.3,22.2,0.0,4.2,,,0.0,,,,summer
2010-06-29,18.7,8.6,13.7,4.3,0.0,,,0.0,,,,summer
2010-06-30,19.4,7.9,13.7,4.3,0.0,,,0.0,,,,summer
2010-07-01,21.8,8.0,14.9,3.1,0.0,,,0.0,,,,summer
2010-07-02,23.7,7.2,15.5,2.5,0.0,,,0.0,,,,summer
2010-07-03,27.4,11.2,19.3,0.0,1.3,,,0.0,,,,summer
2010-07-04,30.1,14.2,22.2,0.0,4.2,,,0.0,,,,summer
2010-07-05,32.8,22.5,27.7,0.0,9.7,,,0.0,,,,summer
2010-07-06,31.4,20.9,26.2,0.0,8.2,,,0.0,,,,summer
2010-07-07,34.0,20.1,27.1,0.0,9.1,,,31.8,,,,summer
2010-07-08,31.7,20.0,25.9,0.0,7.9,,,0.0,,,,summer
2010-07-09,26.1,16.6,21.4,0.0,3.4,,,8.4,,,,summer
2010-07-10,28.1,15.0,21.6,0.0,3.6,,,0.0,,,,summer
2010-07-11,29.8,16.3,23.1,0.0,5.1,,,0.0,,,,summer
2010-07-12,23.6,18.4,21.0,0.0,3.0,,,12.0,,,,summer
2010-07-13,25.9,18.5,22.2,0.0,4.2,,,0.0,,,,summer
2010-07-14,29.5,18.3,23.9,0.0,5.9,,,0.0,,,,summer
2010-07-15,29.1,18.6,23.9,0.0,5.9,,,18.2,,,,summer
2010-07-16,28.6,21.1,24.9,0.0,6.9,,,0.0,,,,summer
2010-07-17,29.7,16.4,23.1,0.0,5.1,,,0.0,,,,summer
2010-07-18,26.7,13.9,20.3,0.0,2.3,,,7.6,,,,summer
2010-07-19,24.5,17.3,20.9,0.0,2.9,,,0.0,,,,summer
2010-07-20,25.5,17.3,21.4,0.0,3.4,,,0.0,,,,summer
2010-07-21,28.2,18.3,23.3,0.0,5.3,,,4.5,,,,summer
2010-07-22,27.2,15.6,21.4,0.0,3.4,,,3.7,,,,summer
2010-07-23,30.7,18.0,24.4,0.0,6.4,,,5.0,,,,summer
2010-07-24,27.3,21.1,24.2,0.0,6.2,,,10.2,,,,summer
2010-07-25,26.2,14.3,20.3,0.0,2.3,,,0.0,,,,summer
2010-07-26,26.9,13.7,20.3,0.0,2.3,,,0.0,,,,summer
2010-07-27,28.4,13.8,21.1,0.0,3.1,,,0.0,,,,summer
2010-07-28,29.4,16.1,22.8,0.0,4.8,,,7.4,,,,summer
2010-07-29,24.5,14.3,19.4,0.0,1.4,,,0.0,,,,summer
2010-07-30,24.9,13.0,19.0,0.0,1.0,,,0.0,,,,summer
2010-07-31,23.9,14.9,19.4,0.0,1.4,,,1.1,,,,summer
2010-08-01,27.8,16.9,22.4,0.0,4.4,,,0.0,,,,summer
2010-08-02,28.6,17.4,23.0,0.0,5.0,,,0.0,,,,summer
2010-08-03,29.7,19.3,24.5,0.0,6.5,,,0.0,,,,summer
2010-08-04,30.9,20.1,25.5,0.0,7.5,,,1.9,,,,summer
2010-08-05,29.5,17.8,23.7,0.0,5.7,,,0.0,,,,summer
2010-08-06,24.7,11.1,17.9,0.1,0.0,,,0.0,,,,summer
2010-08-07,23.3,9.3,16.3,1.7,0.0,,,0.0,,,,summer
2010-08-08,28.0,20.2,24.1,0.0,6.1,,,0.0,,,,summer
2010-08-09,27.4,20.9,24.2,0.0,6.2,,,0.8,,,,summer
2010-08-10,30.0,18.6,24.3,0.0,6.3,,,0.0,,,,summer
2010-08-11,29.2,16.2,22.7,0.0,4.7,,,0.0,,,,summer
2010-08-12,30.1,18.7,24.4,0.0,6.4,,,0.0,,,,summer
2010-08-13,28.2,18.3,23.3,0.0,5.3,,,0.0,,,,summer
2010-08-14,27.7,18.4,23.1,0.0,5.1,,,0.0,,,,summer
2010-08-15,31.0,20.8,25.9,0.0,7.9,,,0.0,,,,summer
2010-08-16,27.0,17.1,22.1,0.0,4.1,,,0.0,,,,summer
2010-08-17,26.6,15.2,20.9,0.0,2.9,,,0.0,,,,summer
2010-08-18,25.4,15.4,20.4,0.0,2.4,,,0.0,,,,summer
2010-08-19,28.9,13.5,21.2,0.0,3.2,,,0.0,,,,summer
2010-08-20,25.6,14.4,20.0,0.0,2.0,,,0.0,,,,summer
2010-08-21,24.7,17.4,21.1,0.0,3.1,,,34.7,,,,summer
2010-08-22,25.1,18.4,21.8,0.0,3.8,,,2.1,,,,summer
2010-08-23,24.4,17.3,20.9,0.0,2.9,,,0.0,,,,summer
2010-08-24,24.0,15.2,19.6,0.0,1.6,,,0.0,,,,summer
2010-08-25,25.3,13.1,19.2,0.0,1.2,,,0.0,,,,summer
2010-08-26,21.3,9.7,15.5,2.5,0.0,,,0.0,,,,summer
2010-08-27,24.0,8.5,16.3,1.7,0.0,,,0.0,,,,summer
2010-08-28,26.5,11.2,18.9,0.0,0.9,,,0.0,,,,summer
2010-08-29,30.7,11.5,21.1,0.0,3.1,,,0.0,,,,summer
2010-08-30,31.8,17.4,24.6,0.0,6.6,,,0.0,,,,summer
2010-08-31,31.4,18.1,24.8,0.0,6.8,,,0.0,,,,summer
2010-09-01,30.0,20.2,25.1,0.0,7.1,,,0.0,,,,fall
2010-09-02,28.2,20.8,24.5,0.0,6.5,,,9.2,,,,fall
2010-09-03,24.7,14.8,19.8,0.0,1.8,,,35.8,,,,fall
2010-09-04,16.4,10.2,13.3,4.7,0.0,,,0.8,,,,fall
2010-09-05,19.7,9.6,14.7,3.3,0.0,,,0.6,,,,fall
2010-09-06,21.3,13.1,17.2,0.8,0.0,,,0.0,,,,fall
2010-09-07,29.2,16.3,22.8,0.0,4.8,,,0.0,,,,fall
2010-09-08,17.4,12.5,15.0,3.0,0.0,,,0.8,,,,fall
2010-09-09,17.7,10.8,14.3,3.7,0.0,,,0.7,,,,fall
2010-09-10,20.2,9.0,14.6,3.4,0.0,,,0.0,,,,fall
2010-09-11,20.3,8.5,14.4,3.6,0.0,,,5.5,,,,fall
2010-09-12,21.3,12.3,16.8,1.2,0.0,,,0.0,,,,fall
2010-09-13,23.4,10.1,16.8,1.2,0.0,,,0.0,,,,fall
2010-09-14,19.3,8.5,13.9,4.1,0.0,,,0.0,,,,fall
2010-09-15,19.7,5.6,12.7,5.3,0.0,,,0.0,,,,fall
2010-09-16,19.2,10.5,14.9,3.1,0.0,,,19.7,,,,fall
2010-09-17,16.6,8.9,12.8,5.2,0.0,,,0.0,,,,fall
2010-09-18,21.9,8.3,15.1,2.9,0.0,,,0.0,,,,fall
2010-09-19,19.6,7.6,13.6,4.4,0.0,,,0.0,,,,fall
2010-09-20,19.2,5.4,12.3,5.7,0.0,,,0.6,,,,fall
2010-09-21,25.9,10.3,18.1,0.0,0.1,,,0.0,,,,fall
2010-09-22,22.1,10.5,16.3,1.7,0.0,,,6.0,,,,fall
2010-09-23,24.1,9.2,16.7,1.3,0.0,,,0.0,,,,fall
2010-09-24,28.3,15.2,21.8,0.0,3.8,,,0.0,,,,fall
2010-09-25,15.9,7.9,11.9,6.1,0.0,,,2.0,,,,fall
2010-09-26,14.9,7.1,11.0,7.0,0.0,,,0.0,,,,fall
2010-09-27,16.5,9.3,12.9,5.1,0.0,,,1.5,,,,fall
2010-09-28,14.4,11.7,13.1,4.9,0.0,,,24.6,,,,fall
2010-09-29,19.7,9.8,14.8,3.2,0.0,,,0.6,,,,fall
2010-09-30,20.4,9.5,15.0,3.0,0.0,,,0.0,,,,fall
2010-10-01,16.9,4.9,10.9,7.1,0.0,,,0.0,,,,fall
2010-10-02,8.8,4.8,6.8,11.2,0.0,,,11.4,,,,fall
2010-10-03,10.2,5.3,7.8,10.2,0.0,,,2.3,,,,fall
2010-10-04,14.2,3.3,8.8,9.2,0.0,,,0.6,,,,fall
2010-10-05,13.2,7.5,10.4,7.6,0.0,,,6.8,,,,fall
2010-10-06,17.4,8.6,13.0,5.0,0.0,,,0.8,,,,fall
2010-10-07,17.5,6.1,11.8,6.2,0.0,,,0.7,,,,fall
2010-10-08,23.1,5.5,14.3,3.7,0.0,,,0.0,,,,fall
2010-10-09,20.5,6.1,13.3,4.7,0.0,,,0.0,,,,fall
2010-10-10,23.3,4.6,14.0,4.0,0.0,,,0.0,,,,fall
2010-10-11,20.3,8.2,14.3,3.7,0.0,,,8.4,,,,fall
2010-10-12,14.4,2.8,8.6,9.4,0.0,,,0.0,,,,fall
2010-10-13,16.6,1.5,9.1,8.9,0.0,,,5.7,,,,fall
2010-10-14,13.9,6.0,10.0,8.0,0.0,,,19.2,,,,fall
2010-10-15,14.7,4.3,9.5,8.5,0.0,,,0.0,,,,fall
2010-10-16,15.5,2.9,9.2,8.8,0.0,,,0.0,,,,fall
2010-10-17,15.6,3.7,9.7,8.3,0.0,,,0.0,,,,fall
2010-10-18,11.7,3.8,7.8,10.2,0.0,,,0.0,,,,fall
2010-10-19,13.0,4.9,9.0,9.0,0.0,,,0.0,,,,fall
2010-10-20,16.5,3.1,9.8,8.2,0.0,,,9.5,,,,fall
2010-10-21,9.7,2.1,5.9,12.1,0.0,,,8.5,,,,fall
2010-10-22,10.9,2.0,6.5,11.5,0.0,,,1.3,,,,fall
2010-10-23,15.9,5.6,10.8,7.2,0.0,,,0.8,,,,fall
2010-10-24,19.6,11.0,15.3,2.7,0.0,,,0.8,,,,fall
2010-10-25,19.4,14.3,16.9,1.1,0.0,,,0.0,,,,fall
2010-10-26,20.2,12.5,16.4,1.6,0.0,,,7.5,,,,fall
2010-10-27,17.9,10.8,14.4,3.6,0.0,,,0.6,,,,fall
2010-10-28,13.4,5.2,9.3,8.7,0.0,,,0.0,,,,fall
2010-10-29,7.3,2.6,5.0,13.0,0.0,,,3.0,,,,fall
2010-10-30,12.2,4.3,8.3,9.7,0.0,,,0.0,,,,fall
2010-10-31,6.4,-3.2,1.6,16.4,0.0,,,0.0,,,,fall
2010-11-01,7.4,-5.0,1.2,16.8,0.0,0.0,0.0,0.0,0.0,,,fall
2010-11-02,6.7,-2.9,1.9,16.1,0.0,0.0,0.0,0.0,0.0,,,fall
2010-11-03,8.3,-2.9,2.7,15.3,0.0,0.3,0.0,0.15,0.0,,,fall
2010-11-04,8.1,0.8,4.5,13.5,0.0,1.2,0.0,0.8999999999999999,0.0,,,fall
2010-11-05,4.2,-0.4,1.9,16.1,0.0,0.6,0.0,0.3,0.0,,,fall
2010-11-06,6.6,-2.4,2.1,15.9,0.0,0.0,0.0,0.3,0.0,,,fall
2010-11-07,8.8,-1.2,3.8,14.2,0.0,0.0,0.0,0.0,0.0,,,fall
2010-11-08,12.8,-2.8,5.0,13.0,0.0,0.0,0.0,0.0,0.0,,,fall
2010-11-09,14.7,-2.9,5.9,12.1,0.0,0.0,0.0,0.0,0.0,,,fall
2010-11-10,10.6,0.2,5.4,12.6,0.0,0.0,0.0,0.0,0.0,,,fall
2010-11-11,13.9,-0.3,6.8,11.2,0.0,0.0,0.0,0.0,0.0,,,fall
2010-11-12,16.9,-1.7,7.6,10.4,0.0,0.0,0.0,0.0,0.0,,,fall
2010-11-13,15.3,0.8,8.1,9.9,0.0,1.1,0.0,0.55,0.0,,,fall
2010-11-14,10.1,0.7,5.4,12.6,0.0,0.0,0.0,0.3,0.0,,,fall
2010-11-15,10.7,-1.1,4.8,13.2,0.0,0.0,0.0,0.0,0.0,,,fall
2010-11-16,9.6,-0.1,4.8,13.2,0.0,16.1,0.0,13.450000000000001,0.0,,,fall
