,date,maxTemp,minTemp,meanTemp,heatDegDays,coolDegDays,totalRainMM,totalSnowCM,totalPrecipMM,snowOnGroundCM,dirOfMaxGust10sDEG,spdOfMaxGustKMH,season
1469,2014-01-09,-5.9,-20.05,-13.0,31.0,0.0,0.0,3.0,2.05,17.5,,31.0,winter
1470,2014-01-10,3.2,-5.85,-1.35,19.35,0.0,14.4,0.0,11.35,20.0,,31.0,winter
1471,2014-01-11,5.800000000000002,-0.05,2.9,15.1,0.0,6.6,0.0,6.6,13.5,,31.0,winter
1472,2014-01-12,2.05,-0.55,0.8,17.200000000000006,0.0,0.0,0.0,0.0,3.5,,31.0,winter
1473,2014-01-13,5.45,0.5,3.0,15.0,0.0,0.2,0.0,0.2,3.5,,31.0,winter
1474,2014-01-14,3.6,-2.0,0.8,17.2,0.0,0.0,,0.2,1.0,,31.0,winter
1475,2014-01-15,0.85,-5.65,-2.4,20.4,0.0,0.0,3.0,1.35,2.0,,31.0,winter
1476,2014-01-16,-3.3,-8.85,-6.1,24.1,0.0,0.0,4.0,2.35,2.5,,31.0,winter
1477,2014-01-17,0.30000000000000004,-5.65,-2.7,20.7,0.0,0.0,3.0,2.35,9.5,,31.0,winter
1478,2014-01-18,-5.65,-11.85,-8.75,26.75,0.0,0.0,,0.4,12.0,,31.0,winter
1479,2014-01-19,-2.85,-10.6,-6.75,24.75,0.0,0.0,,0.0,10.5,,31.0,winter
1480,2014-01-20,-2.6,-13.35,-8.0,26.0,0.0,0.0,0.5,0.1,7.0,,31.0,winter
1481,2014-01-21,-13.25,-22.8,-18.05,36.05,0.0,0.0,0.0,0.1,7.0,,31.0,winter
1482,2014-01-22,-13.9,-24.3,-19.15,37.15,0.0,0.0,1.0,0.55,7.0,,31.0,winter
1483,2014-01-23,-11.45,-18.6,-15.05,33.05,0.0,0.0,,0.9,8.0,,31.0,winter
1484,2014-01-24,-9.25,-19.55,-14.45,32.45,0.0,0.0,8.0,3.7,8.0,,31.0,winter
1485,2014-01-25,-4.85,-15.8,-10.35,28.35,0.0,0.0,7.0,5.45,11.5,,31.0,winter
1486,2014-01-26,-4.4,-18.9,-11.7,29.7,0.0,0.0,9.5,4.4,16.5,,31.0,winter
1487,2014-01-27,-4.699999999999998,-19.8,-12.25,30.25,0.0,0.0,4.0,3.25,25.0,,31.0,winter
1488,2014-01-28,-14.4,-22.25,-18.35,36.35,0.0,0.0,0.0,0.0,24.0,,31.0,winter
1489,2014-01-29,-11.65,-20.65,-16.200000000000006,34.2,0.0,0.0,0.0,0.0,24.0,,31.0,winter
1490,2014-01-30,-3.75,-17.45,-10.6,28.6,0.0,0.0,2.0,0.35,23.0,,31.0,winter
1491,2014-01-31,0.2,-5.65,-2.75,20.75,0.0,0.0,,0.0,20.5,,31.0,winter
1492,2014-02-01,1.0,-3.45,-1.25,19.25,0.0,3.0,12.0,14.65,19.0,,31.0,winter
1493,2014-02-02,-1.5,-11.25,-6.4,24.4,0.0,0.0,1.0,0.2,24.0,,31.0,winter
1494,2014-02-03,-7.0,-20.65,-13.85,31.85,0.0,0.0,0.0,0.5,23.5,,31.0,winter
1495,2014-02-04,-6.3,-21.450000000000006,-13.9,31.9,0.0,0.0,3.5,2.2,23.0,,31.0,winter
1496,2014-02-05,-6.45,-19.75,-13.1,31.1,0.0,0.0,14.0,9.0,25.5,,31.0,winter
1497,2014-02-06,-8.2,-15.15,-11.7,29.700000000000006,0.0,0.0,1.0,0.3,32.5,,31.0,winter
1498,2014-02-07,-12.65,-19.35,-16.05,34.05,0.0,0.0,0.0,0.1,35.5,,31.0,winter
1499,2014-02-08,-10.3,-20.75,-15.55,33.55,0.0,0.0,1.0,0.4,34.5,,31.0,winter
1500,2014-02-09,-7.65,-18.7,-13.2,31.200000000000006,0.0,0.0,4.0,2.85,34.5,,31.0,winter
1501,2014-02-10,-9.2,-18.8,-14.0,32.0,0.0,0.0,,0.2,38.5,,31.0,winter
1502,2014-02-11,-11.3,-25.6,-18.450000000000006,36.45,0.0,0.0,0.0,0.0,37.5,,31.0,winter
1503,2014-02-12,-8.5,-27.0,-17.75,35.75,0.0,0.0,0.0,0.15,36.0,,31.0,winter
1504,2014-02-13,-3.5,-18.05,-10.8,28.8,0.0,0.0,,0.0,36.0,,31.0,winter
1505,2014-02-14,-2.6,-6.45,-4.55,22.55,0.0,0.0,1.0,0.2,34.5,,31.0,winter
1506,2014-02-15,-5.800000000000002,-18.8,-12.3,30.3,0.0,0.0,,0.0,35.5,,31.0,winter
1507,2014-02-16,-7.05,-22.3,-14.7,32.7,0.0,0.0,2.5,2.1,35.5,,31.0,winter
1508,2014-02-17,-4.65,-27.75,-16.25,34.25,0.0,0.0,6.5,4.85,37.5,,31.0,winter
1509,2014-02-18,0.4,-7.15,-3.4000000000000004,21.4,0.0,0.0,1.0,1.65,39.0,,31.0,winter
1510,2014-02-19,2.9000000000000004,-5.35,-1.25,19.25,0.0,0.0,,0.0,38.0,,31.0,winter
1511,2014-02-20,1.85,-7.25,-2.75,20.75,0.0,8.2,0.5,8.899999999999997,36.5,,31.0,winter
1512,2014-02-21,5.1,-1.2999999999999998,1.95,16.05,0.0,0.0,0.0,0.5,32.5,,31.0,winter
1513,2014-02-22,1.95,-1.7000000000000002,0.15000000000000002,17.85,0.0,0.0,0.0,0.0,29.0,,31.0,winter
1514,2014-02-23,-1.7000000000000002,-7.050000000000002,-4.4,22.4,0.0,0.0,1.0,0.2,28.5,,31.0,winter
1515,2014-02-24,-6.949999999999998,-9.85,-8.4,26.4,0.0,0.0,3.0,1.95,28.5,,31.0,winter
1516,2014-02-25,-7.5,-12.3,-9.9,27.9,0.0,0.0,1.5,0.8,31.0,,31.0,winter
1517,2014-02-26,-11.3,-16.5,-13.9,31.9,0.0,0.0,1.0,0.4,34.0,,31.0,winter
1518,2014-02-27,-11.45,-20.55,-16.05,34.05,0.0,0.0,0.0,0.35,34.0,,31.0,winter
1519,2014-02-28,-12.45,-26.3,-19.4,37.40000000000001,0.0,0.0,0.0,0.1,32.5,,31.0,winter
1520,2014-03-01,-3.5,-12.9,-8.2,26.200000000000006,0.0,,6.5,4.45,32.5,,31.0,spring
1521,2014-03-02,-12.35,-19.9,-16.15,34.15000000000001,0.0,0.0,0.0,0.1,35.0,,31.0,spring
1522,2014-03-03,-14.85,-24.0,-19.45,37.45,0.0,0.0,0.0,0.0,34.5,,31.0,spring
1523,2014-03-04,-8.45,-23.95,-16.25,34.25,0.0,0.0,,0.5,34.5,,31.0,spring
1524,2014-03-05,-6.5,-16.450000000000006,-11.5,29.5,0.0,0.0,0.0,0.0,34.0,,31.0,spring
1525,2014-03-06,-5.2,-16.0,-10.6,28.6,0.0,0.0,0.0,0.0,33.5,,31.0,spring
1526,2014-03-07,3.45,-11.75,-4.199999999999998,22.200000000000006,0.0,0.0,0.0,0.0,33.5,,31.0,spring
1527,2014-03-08,-0.2,-10.55,-5.4,23.4,0.0,0.0,0.0,0.0,30.5,,31.0,spring
1528,2014-03-09,0.7,-11.35,-5.35,23.35,0.0,0.0,0.0,0.0,29.5,,31.0,spring
1529,2014-03-10,5.65,0.4,3.05,14.95,0.0,0.0,0.0,0.0,29.0,,31.0,spring
1530,2014-03-11,9.6,0.6499999999999999,5.15,12.85,0.0,0.0,,0.0,24.0,,31.0,spring
1531,2014-03-12,1.4500000000000002,-15.45,-7.05,25.05,0.0,0.0,15.0,10.35,19.0,,31.0,spring
1532,2014-03-13,-5.15,-18.1,-11.65,29.65,0.0,0.0,0.0,0.1,21.0,,31.0,spring
1533,2014-03-14,8.45,-5.15,1.65,16.35,0.0,,,0.0,22.5,,31.0,spring
1534,2014-03-15,3.85,-8.8,-2.5,20.5,0.0,1.0,,0.9,17.0,,31.0,spring
1535,2014-03-16,-8.75,-14.85,-11.8,29.8,0.0,0.0,0.0,0.0,16.0,,31.0,spring
1536,2014-03-17,-3.65,-16.25,-9.95,27.950000000000006,0.0,0.0,0.0,0.0,16.0,,31.0,spring
1537,2014-03-18,3.8,-6.5,-1.35,19.35,0.0,0.0,0.0,0.0,15.5,,31.0,spring
1538,2014-03-19,5.75,-0.7,2.55,15.45,0.0,3.0,0.5,3.1,11.0,,31.0,spring
1539,2014-03-20,1.15,-2.55,-0.75,18.75,0.0,0.0,1.5,1.05,5.5,,31.0,spring
1540,2014-03-21,2.4000000000000004,-7.449999999999998,-2.55,20.55,0.0,2.0,0.0,1.15,9.0,,31.0,spring
1541,2014-03-22,1.25,-7.65,-3.2,21.200000000000006,0.0,0.0,,,4.0,,31.0,spring
1542,2014-03-23,-6.300000000000002,-11.25,-8.8,26.8,0.0,0.0,,0.2,8.0,,31.0,spring
1543,2014-03-24,-3.0,-12.1,-7.6,25.6,0.0,0.0,1.5,0.5,8.0,,31.0,spring
1544,2014-03-25,-2.35,-12.05,-7.2,25.2,0.0,0.0,1.0,1.0,4.5,,31.0,spring
1545,2014-03-26,-6.300000000000002,-14.4,-10.4,28.4,0.0,0.0,0.0,0.1,9.0,,31.0,spring
1546,2014-03-27,3.5,-7.95,-2.25,20.25,0.0,5.4,1.0,5.45,4.0,,31.0,spring
1547,2014-03-28,8.75,-0.35,4.25,13.75,0.0,1.2,0.0,1.1,2.0,,31.0,spring
1548,2014-03-29,1.7000000000000002,-0.8,0.5,17.5,0.0,,,0.0,3.0,,31.0,spring
1549,2014-03-30,4.25,-3.55,0.35,17.65,0.0,0.0,0.0,0.0,3.0,,31.0,spring
1550,2014-03-31,10.5,-4.199999999999998,3.2,14.8,0.0,0.0,0.0,0.0,1.0,,31.0,spring
1551,2014-04-01,15.65,0.2,7.949999999999998,10.05,0.0,0.0,0.0,0.0,0.0,,31.0,spring
1552,2014-04-02,7.550000000000002,-2.6,2.5,15.5,0.0,0.0,0.0,0.0,0.0,,31.0,spring
1553,2014-04-03,2.7,-2.95,-0.15,18.15,0.0,0.0,0.0,0.0,0.0,,31.0,spring
1554,2014-04-04,9.2,0.30000000000000004,4.800000000000002,13.2,0.0,10.8,,10.65,0.0,,31.0,spring
1555,2014-04-05,3.9,-3.2,0.4,17.6,0.0,0.0,0.0,0.0,,,31.0,spring
1556,2014-04-06,11.0,-4.6,3.25,14.75,0.0,0.0,0.0,0.0,0.0,,31.0,spring
1557,2014-04-07,11.1,0.05000000000000002,5.6,12.4,0.0,11.6,0.0,9.5,0.0,,31.0,spring
1558,2014-04-08,11.8,0.7,6.25,11.75,0.0,0.0,0.0,2.4,0.0,,31.0,spring
1559,2014-04-09,9.8,-0.55,4.65,13.35,0.0,0.0,0.0,0.0,0.0,,31.0,spring
1560,2014-04-10,17.0,3.25,10.15,7.85,0.0,1.0,0.0,0.5,0.0,,31.0,spring
1561,2014-04-11,15.45,-0.35,7.6,10.4,0.0,,,0.0,,,31.0,spring
1562,2014-04-12,17.5,0.55,9.05,8.95,0.0,6.0,0.0,5.05,0.0,,31.0,spring
1563,2014-04-13,22.0,6.300000000000002,14.15,3.85,0.0,0.0,0.0,0.15,0.0,,31.0,spring
1564,2014-04-14,19.1,-0.1,9.55,8.45,0.0,2.3,5.0,4.95,0.0,,31.0,spring
1565,2014-04-15,-0.05,-7.449999999999998,-3.8,21.8,0.0,,,7.3,,,31.0,spring
1566,2014-04-16,3.65,-8.25,-2.35,20.35,0.0,,,0.2,,,31.0,spring
1567,2014-04-17,13.6,-1.4,6.15,11.85,0.0,,,0.0,,,31.0,spring
1568,2014-04-18,12.0,0.5,6.3,11.7,0.0,,,0.0,,,31.0,spring
1569,2014-04-19,13.2,-1.55,5.85,12.15,0.0,,,0.0,,,31.0,spring
1570,2014-04-20,19.35,1.55,10.5,7.5,0.0,,,0.0,,,31.0,spring
1571,2014-04-21,23.3,4.4,13.85,4.15,0.0,,,0.0,,,31.0,spring
1572,2014-04-22,13.45,1.85,7.65,10.35,0.0,,,4.2,,,31.0,spring
1573,2014-04-23,8.5,0.04999999999999993,3.5,14.5,0.0,,,,,,31.0,spring
1574,2014-04-24,13.1,-3.35,4.9,13.1,0.0,,,0.2,,,31.0,spring
1575,2014-04-25,11.0,3.2,7.15,10.85,0.0,,,2.4,,,31.0,spring
1576,2014-04-26,7.1,0.45,3.8,14.2,0.0,,,0.2,,,31.0,spring
1577,2014-04-27,12.85,-0.6,6.15,11.85,0.0,,,0.0,,,31.0,spring
1578,2014-04-28,12.25,3.75,8.0,10.0,0.0,,,0.0,,,31.0,spring
1579,2014-04-29,14.6,6.85,10.75,7.25,0.0,,,21.9,,,31.0,spring
1580,2014-04-30,10.85,7.45,9.15,8.850000000000003,0.0,,,9.3,,,31.0,spring
1581,2014-05-01,12.4,7.199999999999998,9.8,8.2,0.0,,,1.9,,,31.0,spring
1582,2014-05-02,12.1,5.9,9.0,9.0,0.0,,,2.1,,,31.0,spring
1583,2014-05-03,12.6,5.05,8.85,9.15,0.0,,,3.2,,,31.0,spring
1584,2014-05-04,11.55,2.1,6.85,11.15,0.0,,,0.0,,,31.0,spring
1585,2014-05-05,12.0,1.1,6.6,11.4,0.0,,,0.0,,,31.0,spring
1586,2014-05-06,15.8,2.3,9.1,8.9,0.0,,,0.0,,,31.0,spring
1587,2014-05-07,16.549999999999994,5.35,11.0,7.0,0.0,,,0.0,,,31.0,spring
1588,2014-05-08,24.4,7.800000000000002,16.15,1.85,0.0,,,3.3,,,31.0,spring
1589,2014-05-09,25.05,11.5,18.3,0.0,0.3,,,0.0,,,31.0,spring
1590,2014-05-10,20.25,7.199999999999998,13.75,4.25,0.0,,,0.0,,,31.0,spring
1591,2014-05-11,22.200000000000006,4.45,13.35,4.65,0.0,,,0.0,,,31.0,spring
1592,2014-05-12,23.4,12.15,17.799999999999994,0.2,0.0,,,7.1,,,31.0,spring
1593,2014-05-13,28.25,15.7,22.0,0.0,4.0,,,13.9,,,31.0,spring
1594,2014-05-14,18.25,12.15,15.2,2.8,0.0,,,10.8,,,31.0,spring
1595,2014-05-15,18.75,7.85,13.35,4.65,0.0,,,13.5,,,31.0,spring
1596,2014-05-16,8.85,3.2,6.05,11.95,0.0,,,0.0,,,31.0,spring
1597,2014-05-17,12.2,3.5,7.9,10.1,0.0,,,3.7,,,31.0,spring
1598,2014-05-18,17.4,2.5,10.0,8.0,0.0,,,0.0,,,31.0,spring
1599,2014-05-19,21.3,8.05,14.7,3.3,0.0,,,0.0,,,31.0,spring
1600,2014-05-20,14.9,9.9,12.45,5.55,0.0,,,18.0,,,31.0,spring
1601,2014-05-21,24.05,10.65,17.35,0.6499999999999999,0.0,,,0.6,,,31.0,spring
1602,2014-05-22,15.95,7.35,11.65,6.35,0.0,,,0.0,,,31.0,spring
1603,2014-05-23,12.85,5.45,9.2,8.8,0.0,,,0.0,,,31.0,spring
1604,2014-05-24,22.950000000000006,6.9,14.95,3.05,0.0,,,0.0,,,31.0,spring
1605,2014-05-25,25.75,7.15,16.450000000000006,1.5499999999999998,0.0,,,0.0,,,31.0,spring
1606,2014-05-26,28.1,12.4,20.3,0.0,2.3,,,0.0,,,31.0,spring
1607,2014-05-27,27.5,16.05,21.8,0.0,3.8,,,3.2,,,31.0,spring
1608,2014-05-28,24.65,12.05,18.4,0.1,0.5,,,0.5,,,31.0,spring
1609,2014-05-29,22.45,9.55,16.0,2.0,0.0,,,,,,31.0,spring
1610,2014-05-30,25.5,10.0,17.75,0.25,0.0,,,0.0,,,31.0,spring
1611,2014-05-31,24.1,12.0,18.05,0.25,0.3,,,0.0,,,31.0,spring
1612,2014-06-01,25.95,10.7,18.35,0.0,0.35,,,0.0,,,31.0,summer
1613,2014-06-02,27.7,16.1,21.9,0.0,3.9,,,15.2,,,31.0,summer
1614,2014-06-03,26.95,11.7,19.35,0.0,1.35,,,3.2,,,31.0,summer
1615,2014-06-04,20.55,10.8,15.7,2.3,0.0,,,0.0,,,31.0,summer
1616,2014-06-05,18.950000000000006,8.6,13.8,4.199999999999998,0.0,,,0.0,,,31.0,summer
1617,2014-06-06,24.7,7.9,16.299999999999994,1.7000000000000002,0.0,,,0.0,,,31.0,summer
1618,2014-06-07,25.9,8.15,17.049999999999994,0.95,0.0,,,0.0,,,31.0,summer
1619,2014-06-08,21.3,11.4,16.4,1.6,0.0,,,0.8,,,31.0,summer
1620,2014-06-09,25.85,10.6,18.25,0.0,0.25,,,0.0,,,31.0,summer
1621,2014-06-10,26.85,13.4,20.15,0.0,2.1500000000000004,,,0.0,,,31.0,summer
1622,2014-06-11,25.3,16.700000000000006,21.05,0.0,3.05,,,16.1,,,31.0,summer
1623,2014-06-12,25.4,17.35,21.4,0.0,3.4,,,12.1,,,31.0,summer
1624,2014-06-13,20.75,10.6,15.7,2.3,0.0,,,10.5,,,31.0,summer
1625,2014-06-14,17.799999999999994,8.7,13.25,4.75,0.0,,,0.0,,,31.0,summer
1626,2014-06-15,23.55,7.55,15.55,2.45,0.0,,,0.0,,,31.0,summer
1627,2014-06-16,30.15,14.45,22.3,0.0,4.300000000000002,,,0.0,,,31.0,summer
1628,2014-06-17,31.5,17.049999999999994,24.3,0.0,6.300000000000002,,,0.0,,,31.0,summer
1629,2014-06-18,26.95,16.3,21.65,0.0,3.65,,,6.3,,,31.0,summer
1630,2014-06-19,25.5,14.55,20.05,0.0,2.05,,,0.0,,,31.0,summer
1631,2014-06-20,23.85,11.95,17.9,0.1,0.0,,,0.0,,,31.0,summer
1632,2014-06-21,25.2,14.15,19.700000000000006,0.0,1.7,,,0.0,,,31.0,summer
1633,2014-06-22,26.700000000000006,12.1,19.4,0.0,1.4,,,0.0,,,31.0,summer
1634,2014-06-23,27.450000000000006,15.05,21.3,0.0,3.3,,,4.9,,,31.0,summer
1635,2014-06-24,26.35,19.1,22.75,0.0,4.75,,,19.2,,,31.0,summer
1636,2014-06-25,23.35,18.05,20.75,0.0,2.75,,,0.0,,,31.0,summer
1637,2014-06-26,25.950000000000006,16.85,21.450000000000006,0.0,3.45,,,3.9,,,31.0,summer
1638,2014-06-27,26.8,15.65,21.25,0.0,3.25,,,0.0,,,31.0,summer
1639,2014-06-28,29.35,16.200000000000006,22.8,0.0,4.800000000000002,,,0.0,,,31.0,summer
1640,2014-06-29,28.6,20.65,24.65,0.0,6.65,,,4.0,,,31.0,summer
1641,2014-06-30,28.4,20.35,24.4,0.0,6.4,,,0.0,,,31.0,summer
1642,2014-07-01,27.95,21.05,24.5,0.0,6.5,,,0.6,,,31.0,summer
1643,2014-07-02,26.85,15.75,21.3,0.0,3.3,,,1.1,,,31.0,summer
1644,2014-07-03,21.4,11.1,16.25,1.75,0.0,,,0.2,,,31.0,summer
1645,2014-07-04,21.75,8.3,15.05,2.95,0.0,,,0.0,,,31.0,summer
1646,2014-07-05,26.35,8.75,17.6,0.4,0.0,,,0.0,,,31.0,summer
1647,2014-07-06,26.1,15.7,20.9,0.0,2.9000000000000004,,,0.5,,,31.0,summer
1648,2014-07-07,27.55,19.0,23.3,0.0,5.300000000000002,,,26.9,,,31.0,summer
1649,2014-07-08,23.200000000000006,15.75,19.5,0.0,1.5,,,26.3,,,31.0,summer
1650,2014-07-09,20.85,11.6,16.25,1.75,0.0,,,0.0,,,31.0,summer
1651,2014-07-10,22.0,10.65,16.35,1.65,0.0,,,0.0,,,31.0,summer
1652,2014-07-11,25.8,11.35,18.6,0.0,0.6,,,0.0,,,31.0,summer
1653,2014-07-12,27.05,13.55,20.35,0.0,2.35,,,0.6,,,31.0,summer
1654,2014-07-13,27.95,16.65,22.35,0.0,4.35,,,0.0,,,31.0,summer
1655,2014-07-14,26.35,14.75,20.55,0.0,2.55,,,5.0,,,31.0,summer
1656,2014-07-15,21.75,13.6,17.7,0.3,0.0,,,0.2,,,31.0,summer
1657,2014-07-16,18.95,10.55,14.8,3.2,0.0,,,0.3,,,31.0,summer
1658,2014-07-17,22.7,8.9,15.85,2.15,0.0,,,0.0,,,31.0,summer
1659,2014-07-18,24.95,10.3,17.65,0.35,0.0,,,0.0,,,31.0,summer
1660,2014-07-19,19.7,14.8,17.299999999999994,0.7,0.0,,,8.3,,,31.0,summer
1661,2014-07-20,25.25,16.8,21.05,0.0,3.05,,,7.2,,,31.0,summer
1662,2014-07-21,28.1,14.2,21.15,0.0,3.1500000000000004,,,0.0,,,31.0,summer
1663,2014-07-22,28.55,14.95,21.75,0.0,3.75,,,,,,31.0,summer
1664,2014-07-23,22.4,13.3,17.85,0.15000000000000002,0.0,,,1.2,,,31.0,summer
1665,2014-07-24,22.0,10.8,16.45,1.55,0.0,,,0.0,,,31.0,summer
1666,2014-07-25,23.95,9.0,16.5,1.5,0.0,,,0.0,,,31.0,summer
1667,2014-07-26,25.35,17.1,21.25,0.0,3.25,,,0.0,,,31.0,summer
1668,2014-07-27,26.85,16.75,21.8,0.0,3.8,,,10.2,,,31.0,summer
1669,2014-07-28,19.55,11.7,15.65,2.35,0.0,,,13.9,,,31.0,summer
1670,2014-07-29,20.25,11.45,15.9,2.1,0.0,,,0.0,,,31.0,summer
1671,2014-07-30,21.75,12.05,16.95,1.05,0.0,,,0.0,,,31.0,summer
1672,2014-07-31,24.1,11.35,17.75,0.25,0.0,,,7.2,,,31.0,summer
1673,2014-08-01,26.2,12.8,19.5,0.0,1.5,,,0.0,,,31.0,summer
1674,2014-08-02,25.35,14.2,19.8,0.0,1.8,,,2.8,,,31.0,summer
1675,2014-08-03,26.55,14.45,20.5,0.0,2.5,,,0.0,,,31.0,summer
1676,2014-08-04,27.45,14.4,20.950000000000006,0.0,2.95,,,0.0,,,31.0,summer
1677,2014-08-05,24.25,14.6,19.45,0.0,1.45,,,5.7,,,31.0,summer
1678,2014-08-06,24.45,13.05,18.75,0.0,0.75,,,0.0,,,31.0,summer
1679,2014-08-07,25.15,10.75,18.0,0.1,0.1,,,0.0,,,31.0,summer
1680,2014-08-08,24.1,9.7,16.9,1.1,0.0,,,0.0,,,31.0,summer
1681,2014-08-09,25.4,11.5,18.45,0.0,0.45,,,0.0,,,31.0,summer
1682,2014-08-10,27.55,13.85,20.75,0.0,2.75,,,0.0,,,31.0,summer
1683,2014-08-11,25.2,16.15,20.7,0.0,2.7,,,19.4,,,31.0,summer
1684,2014-08-12,24.6,16.4,20.55,0.0,2.55,,,7.1,,,31.0,summer
1685,2014-08-13,19.7,13.75,16.75,1.25,0.0,,,0.0,,,31.0,summer
1686,2014-08-14,17.85,9.8,13.85,4.15,0.0,,,0.3,,,31.0,summer
1687,2014-08-15,20.700000000000006,9.85,15.3,2.7,0.0,,,0.0,,,31.0,summer
1688,2014-08-16,20.8,11.05,15.95,2.05,0.0,,,1.2,,,31.0,summer
1689,2014-08-17,23.700000000000006,11.4,17.6,0.4,0.0,,,0.0,,,31.0,summer
1690,2014-08-18,23.25,11.35,17.299999999999994,0.7,0.0,,,0.0,,,31.0,summer
1691,2014-08-19,25.75,10.9,18.35,0.0,0.35,,,2.3,,,31.0,summer
1692,2014-08-20,24.35,17.4,20.9,0.0,2.9,,,2.4,,,31.0,summer
1693,2014-08-21,25.75,16.25,21.05,0.0,3.05,,,0.2,,,31.0,summer
1694,2014-08-22,26.85,15.65,21.25,0.0,3.25,,,0.0,,,31.0,summer
1695,2014-08-23,24.700000000000006,16.1,20.45,0.0,2.45,,,,,,31.0,summer
1696,2014-08-24,24.35,15.85,20.1,0.0,2.1,,,0.0,,,31.0,summer
1697,2014-08-25,26.3,15.2,20.8,0.0,2.8,,,0.0,,,31.0,summer
1698,2014-08-26,29.6,18.15,23.9,0.0,5.9,,,2.4,,,31.0,summer
1699,2014-08-27,22.75,11.2,17.0,1.0,0.0,,,0.0,,,31.0,summer
1700,2014-08-28,21.45,10.1,15.8,2.2,0.0,,,0.0,,,31.0,summer
1701,2014-08-29,22.85,10.55,16.75,1.25,0.0,,,0.0,,,31.0,summer
1702,2014-08-30,28.55,16.05,22.35,0.0,4.35,,,0.0,,,31.0,summer
1703,2014-08-31,27.75,18.700000000000006,23.25,0.0,5.25,,,0.0,,,31.0,summer
1704,2014-09-01,26.15,19.55,22.9,0.0,4.9,,,7.0,,,31.0,fall
1705,2014-09-02,22.65,13.7,18.200000000000006,0.0,0.2,,,10.1,,,31.0,fall
1706,2014-09-03,26.65,11.7,19.2,0.0,1.2,,,0.0,,,31.0,fall
1707,2014-09-04,27.4,13.85,20.65,0.0,2.6500000000000004,,,0.0,,,31.0,fall
1708,2014-09-05,29.05,19.15,24.15,0.0,6.15,,,50.4,,,31.0,fall
1709,2014-09-06,20.7,10.4,15.55,2.45,0.0,,,2.6,,,31.0,fall
1710,2014-09-07,21.95,9.4,15.7,2.3,0.0,,,0.0,,,31.0,fall
1711,2014-09-08,23.8,9.55,16.7,1.3,0.0,,,0.0,,,31.0,fall
1712,2014-09-09,21.85,15.0,18.45,0.0,0.45,,,0.0,,,31.0,fall
1713,2014-09-10,23.05,14.5,18.8,0.0,0.8,,,67.7,,,31.0,fall
1714,2014-09-11,22.95,9.2,16.1,1.9,0.0,,,1.6,,,31.0,fall
1715,2014-09-12,14.9,7.050000000000002,11.0,7.0,0.0,,,0.2,,,31.0,fall
1716,2014-09-13,14.65,8.6,11.65,6.35,0.0,,,6.2,,,31.0,fall
1717,2014-09-14,15.8,5.25,10.55,7.45,0.0,,,0.0,,,31.0,fall
1718,2014-09-15,17.75,6.15,12.0,6.0,0.0,,,1.0,,,31.0,fall
1719,2014-09-16,17.85,7.5,12.7,5.3,0.0,,,0.0,,,31.0,fall
1720,2014-09-17,19.05,5.45,12.25,5.75,0.0,,,0.0,,,31.0,fall
1721,2014-09-18,17.0,5.4,11.25,6.75,0.0,,,0.0,,,31.0,fall
1722,2014-09-19,17.35,4.45,10.9,7.1,0.0,,,0.0,,,31.0,fall
1723,2014-09-20,23.25,7.8,15.55,2.45,0.0,,,0.9,,,31.0,fall
1724,2014-09-21,20.85,13.05,16.950000000000006,1.6,0.55,,,3.1,,,31.0,fall
1725,2014-09-22,13.2,5.5,9.4,8.6,0.0,,,,,,31.0,fall
1726,2014-09-23,20.5,5.4,13.0,5.0,0.0,,,,,,31.0,fall
1727,2014-09-24,22.7,7.0,14.9,3.1,0.0,,,,,,31.0,fall
1728,2014-09-25,23.0,8.9,16.0,2.0,0.0,,,,,,31.0,fall
1729,2014-09-26,24.3,8.0,16.2,1.8,0.0,,,,,,31.0,fall
1730,2014-09-27,25.5,9.6,17.6,0.4,0.0,,,,,,31.0,fall
1731,2014-09-28,25.2,9.5,17.4,0.6,0.0,,,,,,31.0,fall
1732,2014-09-29,23.75,9.75,16.799999999999994,1.2000000000000002,0.0,,,0.0,,,31.0,fall
1733,2014-09-30,17.5,12.25,14.9,3.1,0.0,,,14.2,,,31.0,fall
1734,2014-10-01,17.55,12.9,15.25,2.75,0.0,,,0.0,,,31.0,fall
1735,2014-10-02,20.65,14.25,17.45,0.55,0.0,,,0.0,,,31.0,fall
1736,2014-10-03,21.2,11.35,16.3,1.7,0.0,,,16.1,,,31.0,fall
1737,2014-10-04,11.3,3.3,7.35,10.65,0.0,,,4.1,,,31.0,fall
1738,2014-10-05,10.75,3.45,7.15,10.85,0.0,,,0.5,,,31.0,fall
1739,2014-10-06,16.65,7.85,12.3,5.699999999999998,0.0,,,2.3,,,31.0,fall
1740,2014-10-07,15.65,9.05,12.4,5.6,0.0,,,1.1,,,31.0,fall
1741,2014-10-08,12.3,5.6,8.95,9.05,0.0,,,0.0,,,31.0,fall
1742,2014-10-09,13.3,2.25,7.800000000000002,10.2,0.0,,,0.2,,,31.0,fall
1743,2014-10-10,12.65,1.85,7.25,10.75,0.0,,,0.0,,,31.0,fall
1744,2014-10-11,12.9,0.0,6.5,11.5,0.0,,,0.0,,,31.0,fall
1745,2014-10-12,14.75,-1.0,6.9,11.1,0.0,,,0.0,,,31.0,fall
1746,2014-10-13,18.65,9.8,14.25,3.75,0.0,,,4.6,,,31.0,fall
